sample_id,tissue,metadata,gene_expression,metilation
GTEX-1399R-0826,Esophagus - Mucosa,1,1,0
GTEX-1399R-0926,Esophagus - Gastroesophageal Junction,1,1,0
GTEX-1399R-1026,Adipose - Visceral (Omentum),1,0,0
GTEX-1399R-1126,Stomach,1,1,0
GTEX-1399R-1226,Liver,1,1,0
GTEX-1399R-1326,Skin - Not Sun Exposed (Suprapubic),1,1,0
GTEX-1399R-1426,Breast - Mammary Tissue,1,0,0
GTEX-1399R-1526,Minor Salivary Gland,1,0,0
GTEX-1399R-1626,Testis,1,1,1
GTEX-1399R-1726,Heart - Atrial Appendage,1,1,0
GTEX-1399R-1826,Artery - Coronary,1,1,0
GTEX-1399R-1926,Heart - Left Ventricle,1,1,0
GTEX-1399R-2026,Small Intestine - Terminal Ileum,1,1,0
GTEX-1399R-2126,Colon - Sigmoid,1,1,0
GTEX-1399R-2226,Colon - Transverse,1,1,1
GTEX-1399R-2326,Artery - Tibial,1,1,0
GTEX-1399R-2426,Nerve - Tibial,1,1,0
GTEX-1399R-2526,Muscle - Skeletal,1,1,0
GTEX-1399R-2626,Adipose - Subcutaneous,1,1,0
GTEX-1399R-2726,Skin - Sun Exposed (Lower leg),1,1,0
GTEX-1399S-0126,Skin - Not Sun Exposed (Suprapubic),1,1,0
GTEX-1399S-0226,Spleen,1,1,0
GTEX-1399S-0326,Pancreas,1,1,0
GTEX-1399S-0426,Adrenal Gland,1,1,0
GTEX-1399S-0526,Kidney - Cortex,1,1,0
GTEX-1399S-0626,Thyroid,1,0,0
GTEX-1399S-0726,Artery - Aorta,1,0,0
GTEX-1399S-0826,Heart - Atrial Appendage,1,1,0
GTEX-1399S-0926,Artery - Coronary,1,1,0
GTEX-1399S-1026,Heart - Left Ventricle,1,1,0
GTEX-1399S-1126,Breast - Mammary Tissue,1,0,0
GTEX-1399S-1226,Esophagus - Muscularis,1,0,0
GTEX-1399S-1326,Esophagus - Mucosa,1,1,0
GTEX-1399S-1426,Adipose - Visceral (Omentum),1,1,0
GTEX-1399S-1526,Esophagus - Gastroesophageal Junction,1,1,0
GTEX-1399S-1626,Stomach,1,1,0
GTEX-1399S-1726,Lung,1,1,0
GTEX-1399S-1826,Colon - Sigmoid,1,0,0
GTEX-1399S-1926,Colon - Transverse,1,1,0
GTEX-1399S-2026,Small Intestine - Terminal Ileum,1,1,0
GTEX-1399S-2126,Ovary,1,1,0
GTEX-1399S-2226,Uterus,1,1,0
GTEX-1399S-2326,Vagina,1,1,0
GTEX-1399S-2426,Nerve - Tibial,1,1,0
GTEX-1399S-2526,Adipose - Subcutaneous,1,0,0
GTEX-1399S-2626,Artery - Tibial,1,1,0
GTEX-1399S-2726,Muscle - Skeletal,1,1,0
GTEX-1399S-2826,Skin - Sun Exposed (Lower leg),1,0,0
GTEX-1399T-0126,Thyroid,1,1,0
GTEX-1399T-0226,Breast - Mammary Tissue,1,0,0
GTEX-1399T-0326,Skin - Not Sun Exposed (Suprapubic),1,0,0
GTEX-1399T-0426,Heart - Left Ventricle,1,1,0
GTEX-1399T-0526,Artery - Aorta,1,1,0
GTEX-1399T-0626,Artery - Coronary,1,0,0
GTEX-1399T-0726,Heart - Atrial Appendage,1,1,0
GTEX-1399T-0826,Liver,1,1,0
GTEX-1399T-0926,Spleen,1,0,0
GTEX-1399T-1026,Pancreas,1,0,0
GTEX-1399T-1126,Kidney - Cortex,1,0,0
GTEX-1399T-1226,Prostate,1,1,0
GTEX-1399T-1326,Adipose - Visceral (Omentum),1,1,0
GTEX-1399T-1426,Esophagus - Muscularis,1,1,0
GTEX-1399T-1526,Testis,1,1,0
GTEX-1399T-1626,Esophagus - Mucosa,1,0,0
GTEX-1399T-1726,Small Intestine - Terminal Ileum,1,0,0
GTEX-1399T-1826,Esophagus - Gastroesophageal Junction,1,0,0
GTEX-1399T-1926,Colon - Transverse,1,0,0
GTEX-1399T-2026,Stomach,1,0,0
GTEX-1399T-2126,Colon - Sigmoid,1,0,0
GTEX-1399T-2226,Adrenal Gland,1,0,0
GTEX-1399T-2326,Lung,1,0,0
GTEX-1399T-2426,Muscle - Skeletal,1,1,0
GTEX-1399T-2526,Nerve - Tibial,1,0,0
GTEX-1399T-2626,Artery - Tibial,1,1,0
GTEX-1399T-2726,Adipose - Subcutaneous,1,1,0
GTEX-1399T-2826,Skin - Sun Exposed (Lower leg),1,1,0
GTEX-1399T-2926,Pituitary,1,1,0
GTEX-1399T-3026,Brain - Cortex,1,1,0
GTEX-1399T-3126,Brain - Cerebellum,1,1,0
GTEX-1399U-0126,Spleen,1,0,0
GTEX-1399U-0226,Adrenal Gland,1,1,0
GTEX-1399U-0326,Thyroid,1,1,0
GTEX-1399U-0426,Artery - Aorta,1,1,0
GTEX-1399U-0526,Heart - Left Ventricle,1,1,0
GTEX-1399U-0626,Artery - Coronary,1,1,0
GTEX-1399U-0726,Heart - Atrial Appendage,1,1,0
GTEX-1399U-0826,Lung,1,1,0
GTEX-1399U-0926,Pancreas,1,1,0
GTEX-1399U-1026,Esophagus - Mucosa,1,1,0
GTEX-1399U-1126,Skin - Not Sun Exposed (Suprapubic),1,1,0
GTEX-1399U-1226,Esophagus - Muscularis,1,1,0
GTEX-1399U-1326,Uterus,1,1,0
GTEX-1399U-1426,Esophagus - Gastroesophageal Junction,1,1,0
GTEX-1399U-1526,Vagina,1,1,0
GTEX-1399U-1626,Stomach,1,1,0
GTEX-1399U-1726,Ovary,1,1,1
GTEX-1399U-1826,Breast - Mammary Tissue,1,1,0
GTEX-1399U-1926,Colon - Transverse,1,1,0
GTEX-1399U-2026,Adipose - Visceral (Omentum),1,1,0
GTEX-1399U-2126,Small Intestine - Terminal Ileum,1,1,0
GTEX-1399U-2226,Colon - Sigmoid,1,1,0
GTEX-1399U-2326,Skin - Sun Exposed (Lower leg),1,1,0
GTEX-1399U-2426,Adipose - Subcutaneous,1,1,0
GTEX-1399U-2526,Muscle - Skeletal,1,1,0
GTEX-1399U-2626,Nerve - Tibial,1,1,0
GTEX-1399U-2726,Artery - Tibial,1,1,0
GTEX-139D8-0126,Nerve - Tibial,1,0,0
GTEX-139D8-0226,Skin - Sun Exposed (Lower leg),1,1,0
GTEX-139D8-0326,Adipose - Subcutaneous,1,1,0
GTEX-139D8-0426,Artery - Tibial,1,0,0
GTEX-139D8-0526,Thyroid,1,0,0
GTEX-139D8-0626,Breast - Mammary Tissue,1,0,0
GTEX-139D8-0726,Muscle - Skeletal,1,1,0
GTEX-139D8-0826,Heart - Left Ventricle,1,0,0
GTEX-139D8-0926,Heart - Atrial Appendage,1,0,0
GTEX-139D8-1026,Artery - Coronary,1,0,0
GTEX-139D8-1126,Skin - Not Sun Exposed (Suprapubic),1,1,0
GTEX-139D8-1226,Artery - Aorta,1,1,0
GTEX-139D8-1326,Esophagus - Mucosa,1,0,0
GTEX-139D8-1426,Esophagus - Muscularis,1,1,0
GTEX-139D8-1526,Esophagus - Gastroesophageal Junction,1,0,0
GTEX-139D8-1626,Adipose - Visceral (Omentum),1,1,0
GTEX-139D8-1726,Lung,1,0,0
GTEX-139D8-1826,Spleen,1,0,0
GTEX-139D8-1926,Pancreas,1,0,0
GTEX-139D8-2026,Liver,1,0,0
GTEX-139D8-2126,Adrenal Gland,1,0,0
GTEX-139D8-2226,Kidney - Cortex,1,0,0
GTEX-139D8-2326,Stomach,1,1,0
GTEX-139D8-2426,Ovary,1,1,0
GTEX-139D8-2526,Uterus,1,1,0
GTEX-139D8-2626,Vagina,1,0,0
GTEX-139D8-2726,Small Intestine - Terminal Ileum,1,0,0
GTEX-139D8-2826,Colon - Transverse,1,0,0
GTEX-139D8-2926,Colon - Sigmoid,1,1,0
GTEX-139T4-0126,Adipose - Subcutaneous,1,1,0
GTEX-139T4-0226,Skin - Sun Exposed (Lower leg),1,1,0
GTEX-139T4-0326,Muscle - Skeletal,1,1,0
GTEX-139T4-0426,Nerve - Tibial,1,1,0
GTEX-139T4-0526,Artery - Tibial,1,0,0
GTEX-139T4-0626,Brain - Cerebellum,1,0,0
GTEX-139T4-0726,Brain - Cortex,1,0,0
GTEX-139T4-0826,Pituitary,1,1,0
GTEX-139T6-0126,Adrenal Gland,1,0,0
GTEX-139T6-0226,Spleen,1,1,0
GTEX-139T6-0326,Thyroid,1,1,0
GTEX-139T6-0426,Lung,1,1,0
GTEX-139T6-0526,Adipose - Visceral (Omentum),1,1,0
GTEX-139T6-0626,Esophagus - Mucosa,1,1,0
GTEX-139T6-0726,Esophagus - Muscularis,1,1,0
GTEX-139T6-0826,Esophagus - Gastroesophageal Junction,1,1,0
GTEX-139T6-0926,Stomach,1,0,0
GTEX-139T6-1026,Small Intestine - Terminal Ileum,1,1,0
GTEX-139T6-1126,Skin - Not Sun Exposed (Suprapubic),1,0,0
GTEX-139T6-1226,Testis,1,1,0
GTEX-139T6-1326,Colon - Transverse,1,1,0
GTEX-139T6-1426,Colon - Sigmoid,1,1,0
GTEX-139T6-1526,Prostate,1,1,0
GTEX-139T6-1626,Breast - Mammary Tissue,1,1,0
GTEX-139T6-1726,Nerve - Tibial,1,1,0
GTEX-139T6-1826,Artery - Tibial,1,1,0
GTEX-139T6-1926,Skin - Sun Exposed (Lower leg),1,0,0
GTEX-139T6-2026,Muscle - Skeletal,1,1,0
GTEX-139T6-2126,Adipose - Subcutaneous,1,1,0
GTEX-139T8-0126,Skin - Sun Exposed (Lower leg),1,1,0
GTEX-139T8-0226,Adipose - Subcutaneous,1,1,0
GTEX-139T8-0326,Nerve - Tibial,1,1,0
GTEX-139T8-0426,Artery - Tibial,1,1,0
GTEX-139T8-0526,Muscle - Skeletal,1,1,0
GTEX-139T8-0626,Skin - Not Sun Exposed (Suprapubic),1,1,0
GTEX-139T8-0826,Breast - Mammary Tissue,1,1,0
GTEX-139T8-1026,Brain - Cortex,1,1,0
GTEX-139TS-0126,Thyroid,1,1,0
GTEX-139TS-0226,Artery - Aorta,1,1,0
GTEX-139TS-0326,Artery - Coronary,1,0,0
GTEX-139TS-0426,Heart - Left Ventricle,1,0,0
GTEX-139TS-0526,Heart - Atrial Appendage,1,0,0
GTEX-139TS-0626,Adrenal Gland,1,0,0
GTEX-139TS-0726,Kidney - Cortex,1,0,0
GTEX-139TS-0826,Stomach,1,0,0
GTEX-139TS-0926,Esophagus - Muscularis,1,0,0
GTEX-139TS-1026,Esophagus - Mucosa,1,0,0
GTEX-139TS-1126,Esophagus - Gastroesophageal Junction,1,0,0
GTEX-139TS-1226,Pancreas,1,0,0
GTEX-139TS-1326,Lung,1,0,0
GTEX-139TS-1426,Liver,1,1,0
GTEX-139TS-1526,Spleen,1,0,0
GTEX-139TS-1626,Small Intestine - Terminal Ileum,1,0,0
GTEX-139TS-1726,Testis,1,1,0
GTEX-139TS-1826,Prostate,1,0,0
GTEX-139TS-1926,Colon - Transverse,1,1,0
GTEX-139TS-2026,Adipose - Visceral (Omentum),1,0,0
GTEX-139TS-2126,Skin - Not Sun Exposed (Suprapubic),1,1,0
GTEX-139TS-2226,Colon - Sigmoid,1,1,0
GTEX-139TS-2326,Breast - Mammary Tissue,1,0,0
GTEX-139TS-2426,Artery - Tibial,1,0,0
GTEX-139TS-2526,Nerve - Tibial,1,0,0
GTEX-139TS-2626,Muscle - Skeletal,1,1,0
GTEX-139TS-2726,Adipose - Subcutaneous,1,0,0
GTEX-139TS-2826,Skin - Sun Exposed (Lower leg),1,1,0
GTEX-139TS-2926,Pituitary,1,1,0
GTEX-139TS-3026,Brain - Cortex,1,0,0
GTEX-139TS-3126,Brain - Cerebellum,1,1,0
GTEX-139TT-0126,Skin - Sun Exposed (Lower leg),1,1,0
GTEX-139TT-0226,Adipose - Subcutaneous,1,1,0
GTEX-139TT-0326,Nerve - Tibial,1,1,0
GTEX-139TT-0426,Muscle - Skeletal,1,1,0
GTEX-139TT-0526,Artery - Tibial,1,1,0
GTEX-139TT-0626,Artery - Aorta,1,0,0
GTEX-139TT-0726,Lung,1,1,1
GTEX-139TT-0826,Heart - Left Ventricle,1,0,0
GTEX-139TT-0926,Heart - Atrial Appendage,1,0,0
GTEX-139TT-1026,Artery - Coronary,1,0,0
GTEX-139TT-1126,Thyroid,1,0,0
GTEX-139TT-1226,Liver,1,0,0
GTEX-139TT-1326,Spleen,1,0,0
GTEX-139TT-1426,Adipose - Visceral (Omentum),1,0,0
GTEX-139TT-1526,Pancreas,1,0,0
GTEX-139TT-1626,Kidney - Cortex,1,0,0
GTEX-139TT-1726,Prostate,1,0,1
GTEX-139TT-1826,Adrenal Gland,1,0,0
GTEX-139TT-1926,Small Intestine - Terminal Ileum,1,0,0
GTEX-139TT-2026,Colon - Transverse,1,0,1
GTEX-139TT-2126,Skin - Not Sun Exposed (Suprapubic),1,1,0
GTEX-139TT-2226,Testis,1,1,0
GTEX-139TT-2326,Stomach,1,0,0
GTEX-139TT-2426,Breast - Mammary Tissue,1,0,0
GTEX-139TT-2526,Brain - Cortex,1,0,0
GTEX-139TT-2626,Brain - Cerebellum,1,1,0
GTEX-139TT-2726,Pituitary,1,1,0
GTEX-139TU-0126,Skin - Sun Exposed (Lower leg),1,1,0
GTEX-139TU-0226,Adipose - Subcutaneous,1,1,0
GTEX-139TU-0326,Nerve - Tibial,1,1,0
GTEX-139TU-0426,Artery - Tibial,1,0,0
GTEX-139TU-0526,Muscle - Skeletal,1,1,0
GTEX-139TU-0626,Breast - Mammary Tissue,1,1,0
GTEX-139TU-0726,Skin - Not Sun Exposed (Suprapubic),1,1,0
GTEX-139TU-0826,Liver,1,1,0
GTEX-139TU-0926,Thyroid,1,0,0
GTEX-139TU-1026,Lung,1,0,0
GTEX-139TU-1126,Artery - Aorta,1,1,0
GTEX-139TU-1226,Esophagus - Mucosa,1,1,0
GTEX-139TU-1326,Esophagus - Muscularis,1,1,0
GTEX-139TU-1426,Adipose - Visceral (Omentum),1,1,0
GTEX-139TU-1526,Adrenal Gland,1,0,0
GTEX-139TU-1626,Spleen,1,0,0
GTEX-139TU-1726,Kidney - Cortex,1,0,0
GTEX-139TU-1826,Heart - Left Ventricle,1,0,0
GTEX-139TU-1926,Heart - Atrial Appendage,1,1,0
GTEX-139TU-2026,Artery - Coronary,1,0,0
GTEX-139TU-2126,Pancreas,1,0,0
GTEX-139TU-2226,Esophagus - Gastroesophageal Junction,1,0,0
GTEX-139TU-2326,Small Intestine - Terminal Ileum,1,0,0
GTEX-139TU-2426,Colon - Transverse,1,0,0
GTEX-139TU-2526,Colon - Sigmoid,1,0,0
GTEX-139TU-2626,Stomach,1,0,0
GTEX-139TU-2726,Testis,1,0,0
GTEX-139TU-2826,Prostate,1,0,0
GTEX-139TU-2926,Brain - Cerebellum,1,0,0
GTEX-139TU-3026,Brain - Cortex,1,0,0
GTEX-139TU-3126,Pituitary,1,0,0
GTEX-139UW-0126,Thyroid,1,1,0
GTEX-139UW-0226,Lung,1,1,0
GTEX-139UW-0326,Skin - Not Sun Exposed (Suprapubic),1,1,0
GTEX-139UW-0426,Artery - Aorta,1,1,0
GTEX-139UW-0526,Artery - Coronary,1,0,0
GTEX-139UW-0626,Heart - Left Ventricle,1,0,0
GTEX-139UW-0726,Heart - Atrial Appendage,1,0,0
GTEX-139UW-0826,Adrenal Gland,1,0,0
GTEX-139UW-0926,Spleen,1,0,0
GTEX-139UW-1026,Liver,1,0,0
GTEX-139UW-1126,Esophagus - Mucosa,1,1,0
GTEX-139UW-1226,Esophagus - Muscularis,1,0,0
GTEX-139UW-1326,Kidney - Cortex,1,0,0
GTEX-139UW-1426,Small Intestine - Terminal Ileum,1,0,0
GTEX-139UW-1526,Esophagus - Gastroesophageal Junction,1,0,0
GTEX-139UW-1626,Stomach,1,0,0
GTEX-139UW-1726,Adipose - Visceral (Omentum),1,0,0
GTEX-139UW-1826,Breast - Mammary Tissue,1,0,0
GTEX-139UW-1926,Testis,1,0,0
GTEX-139UW-2026,Colon - Transverse,1,0,0
GTEX-139UW-2126,Prostate,1,0,0
GTEX-139UW-2226,Pancreas,1,0,0
GTEX-139UW-2326,Colon - Sigmoid,1,1,0
GTEX-139UW-2426,Nerve - Tibial,1,0,0
GTEX-139UW-2526,Artery - Tibial,1,1,0
GTEX-139UW-2626,Muscle - Skeletal,1,1,0
GTEX-139UW-2726,Adipose - Subcutaneous,1,0,0
GTEX-139UW-2826,Skin - Sun Exposed (Lower leg),1,1,0
GTEX-139UW-2926,Brain - Cortex,1,0,0
GTEX-139UW-3026,Pituitary,1,0,0
GTEX-139UW-3126,Brain - Cerebellum,1,0,0
GTEX-139YR-0126,Adrenal Gland,1,1,0
GTEX-139YR-0226,Liver,1,1,0
GTEX-139YR-0326,Adipose - Visceral (Omentum),1,1,0
GTEX-139YR-0426,Spleen,1,1,0
GTEX-139YR-0526,Heart - Atrial Appendage,1,1,0
GTEX-139YR-0626,Artery - Aorta,1,1,0
GTEX-139YR-0726,Artery - Coronary,1,1,0
GTEX-139YR-0826,Heart - Left Ventricle,1,1,0
GTEX-139YR-0926,Lung,1,1,1
GTEX-139YR-1026,Skin - Not Sun Exposed (Suprapubic),1,1,0
GTEX-139YR-1126,Breast - Mammary Tissue,1,0,0
GTEX-139YR-1226,Thyroid,1,1,0
GTEX-139YR-1326,Prostate,1,0,1
GTEX-139YR-1426,Testis,1,0,1
GTEX-139YR-1526,Pancreas,1,1,0
GTEX-139YR-1626,Esophagus - Muscularis,1,1,0
GTEX-139YR-1726,Esophagus - Mucosa,1,1,0
GTEX-139YR-1826,Esophagus - Gastroesophageal Junction,1,1,0
GTEX-139YR-1926,Stomach,1,1,0
GTEX-139YR-2026,Colon - Sigmoid,1,0,0
GTEX-139YR-2126,Colon - Transverse,1,1,1
GTEX-139YR-2226,Small Intestine - Terminal Ileum,1,1,0
GTEX-139YR-2326,Skin - Sun Exposed (Lower leg),1,0,0
GTEX-139YR-2426,Adipose - Subcutaneous,1,1,0
GTEX-139YR-2526,Muscle - Skeletal,1,1,0
GTEX-139YR-2626,Nerve - Tibial,1,1,0
GTEX-139YR-2726,Artery - Tibial,1,1,0
GTEX-13CF2-0126,Thyroid,1,0,0
GTEX-13CF2-0226,Heart - Atrial Appendage,1,1,0
GTEX-13CF2-0326,Artery - Aorta,1,0,0
GTEX-13CF2-0426,Heart - Left Ventricle,1,1,0
GTEX-13CF2-0526,Artery - Coronary,1,0,0
GTEX-13CF2-0626,Liver,1,0,0
GTEX-13CF2-0726,Lung,1,0,1
GTEX-13CF2-0826,Spleen,1,0,0
GTEX-13CF2-0926,Kidney - Cortex,1,0,0
GTEX-13CF2-1026,Pancreas,1,0,0
GTEX-13CF2-1126,Small Intestine - Terminal Ileum,1,0,0
GTEX-13CF2-1226,Esophagus - Muscularis,1,0,0
GTEX-13CF2-1326,Esophagus - Mucosa,1,0,0
GTEX-13CF2-1426,Esophagus - Gastroesophageal Junction,1,0,0
GTEX-13CF2-1526,Adipose - Visceral (Omentum),1,0,0
GTEX-13CF2-1626,Adrenal Gland,1,0,0
GTEX-13CF2-1726,Prostate,1,0,0
GTEX-13CF2-1826,Colon - Sigmoid,1,1,0
GTEX-13CF2-1926,Colon - Transverse,1,0,1
GTEX-13CF2-2026,Breast - Mammary Tissue,1,1,0
GTEX-13CF2-2126,Testis,1,0,0
GTEX-13CF2-2226,Skin - Not Sun Exposed (Suprapubic),1,0,0
GTEX-13CF2-2326,Stomach,1,0,0
GTEX-13CF2-2426,Minor Salivary Gland,1,1,0
GTEX-13CF2-2526,Skin - Sun Exposed (Lower leg),1,1,0
GTEX-13CF2-2626,Adipose - Subcutaneous,1,1,0
GTEX-13CF2-2726,Muscle - Skeletal,1,1,0
GTEX-13CF2-2826,Nerve - Tibial,1,1,0
GTEX-13CF2-2926,Artery - Tibial,1,0,0
GTEX-13CF2-3026,Brain - Cerebellum,1,1,0
GTEX-13CF2-3126,Brain - Cortex,1,0,0
GTEX-13CF2-3226,Pituitary,1,1,0
GTEX-13CF3-0126,Adrenal Gland,1,1,0
GTEX-13CF3-0226,Spleen,1,1,0
GTEX-13CF3-0326,Skin - Not Sun Exposed (Suprapubic),1,0,0
GTEX-13CF3-0426,Lung,1,1,0
GTEX-13CF3-0526,Artery - Aorta,1,1,0
GTEX-13CF3-0626,Artery - Coronary,1,1,0
GTEX-13CF3-0726,Heart - Left Ventricle,1,1,0
GTEX-13CF3-0826,Heart - Atrial Appendage,1,0,0
GTEX-13CF3-0926,Thyroid,1,1,0
GTEX-13CF3-1026,Pancreas,1,1,0
GTEX-13CF3-1126,Adipose - Visceral (Omentum),1,1,0
GTEX-13CF3-1226,Small Intestine - Terminal Ileum,1,1,0
GTEX-13CF3-1326,Colon - Sigmoid,1,1,0
GTEX-13CF3-1426,Colon - Transverse,1,1,0
GTEX-13CF3-1526,Esophagus - Muscularis,1,1,0
GTEX-13CF3-1626,Esophagus - Mucosa,1,1,0
GTEX-13CF3-1726,Esophagus - Gastroesophageal Junction,1,1,0
GTEX-13CF3-1826,Muscle - Skeletal,1,1,0
GTEX-13CF3-1926,Stomach,1,1,0
GTEX-13CF3-2026,Nerve - Tibial,1,0,0
GTEX-13CF3-2126,Breast - Mammary Tissue,1,1,0
GTEX-13CF3-2226,Artery - Tibial,1,1,0
GTEX-13CF3-2326,Adipose - Subcutaneous,1,1,0
GTEX-13CF3-2426,Skin - Sun Exposed (Lower leg),1,1,0
GTEX-13CIG-0126,Adipose - Subcutaneous,1,0,0
GTEX-13CIG-0226,Skin - Sun Exposed (Lower leg),1,0,0
GTEX-13CIG-0326,Muscle - Skeletal,1,0,0
GTEX-13CIG-0426,Artery - Tibial,1,0,0
GTEX-13CIG-0526,Nerve - Tibial,1,0,0
GTEX-13CIG-0626,Artery - Aorta,1,0,0
GTEX-13CIG-0726,Heart - Atrial Appendage,1,0,0
GTEX-13CIG-0826,Heart - Left Ventricle,1,0,0
GTEX-13CIG-0926,Artery - Coronary,1,0,0
GTEX-13CIG-1026,Thyroid,1,0,0
GTEX-13CIG-1126,Lung,1,0,0
GTEX-13CIG-1226,Skin - Not Sun Exposed (Suprapubic),1,0,0
GTEX-13CIG-1326,Adipose - Visceral (Omentum),1,0,0
GTEX-13CIG-1426,Liver,1,0,0
GTEX-13CIG-1526,Kidney - Cortex,1,0,0
GTEX-13CIG-1626,Adrenal Gland,1,0,0
GTEX-13CIG-1726,Pancreas,1,0,0
GTEX-13CIG-1826,Esophagus - Muscularis,1,0,0
GTEX-13CIG-1926,Esophagus - Mucosa,1,0,0
GTEX-13CIG-2026,Esophagus - Gastroesophageal Junction,1,0,0
GTEX-13CIG-2126,Stomach,1,0,0
GTEX-13CIG-2226,Colon - Transverse,1,0,0
GTEX-13CIG-2326,Small Intestine - Terminal Ileum,1,0,0
GTEX-13CIG-2426,Testis,1,0,0
GTEX-13CIG-2526,Colon - Sigmoid,1,0,0
GTEX-13CIG-2626,Prostate,1,0,0
GTEX-13CIG-2726,Breast - Mammary Tissue,1,0,0
GTEX-13CIG-2826,Pituitary,1,0,0
GTEX-13CIG-2926,Brain - Cortex,1,0,0
GTEX-13CIG-3026,Brain - Cerebellum,1,0,0
GTEX-13CZU-0126,Artery - Aorta,1,0,0
GTEX-13CZU-0226,Thyroid,1,0,0
GTEX-13CZU-0326,Lung,1,0,0
GTEX-13CZU-0426,Esophagus - Mucosa,1,0,0
GTEX-13CZU-0526,Esophagus - Muscularis,1,0,0
GTEX-13CZU-0626,Esophagus - Gastroesophageal Junction,1,0,0
GTEX-13CZU-0726,Stomach,1,0,0
GTEX-13CZU-0826,Small Intestine - Terminal Ileum,1,0,0
GTEX-13CZU-0926,Colon - Transverse,1,0,0
GTEX-13CZU-1026,Colon - Sigmoid,1,0,0
GTEX-13CZU-1126,Adipose - Visceral (Omentum),1,0,0
GTEX-13CZU-1226,Skin - Not Sun Exposed (Suprapubic),1,0,0
GTEX-13CZU-1326,Prostate,1,0,0
GTEX-13CZU-1426,Breast - Mammary Tissue,1,0,0
GTEX-13CZU-1526,Testis,1,0,0
GTEX-13CZU-1626,Artery - Tibial,1,0,0
GTEX-13CZU-1726,Nerve - Tibial,1,0,0
GTEX-13CZU-1826,Adipose - Subcutaneous,1,0,0
GTEX-13CZU-1926,Muscle - Skeletal,1,0,0
GTEX-13CZU-2026,Skin - Sun Exposed (Lower leg),1,0,0
GTEX-13CZV-0126,Adipose - Subcutaneous,1,0,0
GTEX-13CZV-0226,Skin - Sun Exposed (Lower leg),1,0,0
GTEX-13CZV-0326,Muscle - Skeletal,1,0,0
GTEX-13CZV-0426,Nerve - Tibial,1,0,0
GTEX-13CZV-0526,Artery - Tibial,1,0,0
GTEX-13CZV-0626,Lung,1,0,0
GTEX-13CZV-0726,Heart - Atrial Appendage,1,0,0
GTEX-13CZV-0826,Artery - Aorta,1,0,0
GTEX-13CZV-0926,Thyroid,1,0,0
GTEX-13CZV-1026,Artery - Coronary,1,0,0
GTEX-13CZV-1126,Heart - Left Ventricle,1,0,0
GTEX-13CZV-1226,Adipose - Visceral (Omentum),1,0,0
GTEX-13CZV-1326,Skin - Not Sun Exposed (Suprapubic),1,0,0
GTEX-13CZV-1426,Liver,1,0,0
GTEX-13CZV-1526,Spleen,1,0,0
GTEX-13CZV-1626,Pancreas,1,0,0
GTEX-13CZV-1726,Adrenal Gland,1,0,0
GTEX-13CZV-1826,Kidney - Cortex,1,0,0
GTEX-13CZV-1926,Esophagus - Muscularis,1,0,0
GTEX-13CZV-2026,Esophagus - Mucosa,1,0,0
GTEX-13CZV-2126,Esophagus - Gastroesophageal Junction,1,0,0
GTEX-13CZV-2226,Prostate,1,0,0
GTEX-13CZV-2326,Testis,1,0,0
GTEX-13CZV-2426,Stomach,1,0,0
GTEX-13CZV-2526,Colon - Sigmoid,1,0,0
GTEX-13CZV-2626,Small Intestine - Terminal Ileum,1,0,0
GTEX-13CZV-2726,Colon - Transverse,1,0,0
GTEX-13CZV-2826,Breast - Mammary Tissue,1,0,0
GTEX-13CZV-2926,Pituitary,1,0,0
GTEX-13CZV-3026,Brain - Cerebellum,1,0,0
GTEX-13CZV-3126,Brain - Cortex,1,0,0
GTEX-13D11-0126,Spleen,1,0,0
GTEX-13D11-0226,Thyroid,1,1,0
GTEX-13D11-0326,Lung,1,1,0
GTEX-13D11-0426,Adrenal Gland,1,1,0
GTEX-13D11-0526,Adipose - Visceral (Omentum),1,1,0
GTEX-13D11-0626,Colon - Sigmoid,1,1,0
GTEX-13D11-0726,Small Intestine - Terminal Ileum,1,1,0
GTEX-13D11-0826,Colon - Transverse,1,1,0
GTEX-13D11-0926,Skin - Not Sun Exposed (Suprapubic),1,1,0
GTEX-13D11-1026,Breast - Mammary Tissue,1,1,1
GTEX-13D11-1126,Ovary,1,1,0
GTEX-13D11-1226,Uterus,1,1,0
GTEX-13D11-1326,Vagina,1,1,0
GTEX-13D11-1426,Artery - Aorta,1,1,0
GTEX-13D11-1526,Heart - Atrial Appendage,1,1,0
GTEX-13D11-1626,Artery - Coronary,1,0,0
GTEX-13D11-1726,Heart - Left Ventricle,1,1,0
GTEX-13D11-1826,Esophagus - Muscularis,1,1,0
GTEX-13D11-1926,Esophagus - Mucosa,1,1,0
GTEX-13D11-2026,Esophagus - Gastroesophageal Junction,1,1,0
GTEX-13D11-2126,Stomach,1,1,0
GTEX-13D11-2226,Pancreas,1,1,0
GTEX-13D11-2326,Adipose - Subcutaneous,1,1,0
GTEX-13D11-2426,Skin - Sun Exposed (Lower leg),1,1,0
GTEX-13D11-2526,Muscle - Skeletal,1,1,0
GTEX-13D11-2626,Nerve - Tibial,1,1,0
GTEX-13D11-2726,Artery - Tibial,1,1,0
GTEX-13FH7-0126,Thyroid,1,1,0
GTEX-13FH7-0226,Adrenal Gland,1,1,0
GTEX-13FH7-0326,Artery - Aorta,1,1,0
